store_name,c1,c2,location,new_address,X,Y
쥬라기노래연습장,오락,노래방,영등포구,서울특별시 영등포구 신길로39길 6,37.50698976,126.9101827
불러불러노래연습장,오락,노래방,은평구,서울특별시 은평구 갈현로 89,37.60588942,126.9103722
멜론노래연습장,오락,노래방,은평구,서울특별시 은평구 갈현로 8,37.59853716,126.9103889
차차차노래방,오락,노래방,은평구,서울특별시 은평구 증산로15길 19-2,37.5891417,126.9106391
열창노래연습장,오락,노래방,은평구,서울특별시 은평구 서오릉로 205,37.61382097,126.9106416
불새노래방,오락,노래방,영등포구,서울특별시 영등포구 신풍로10길 2-16,37.4997771,126.9106947
달빛노래연습장,오락,노래방,영등포구,서울특별시 영등포구 신길로 169,37.50721099,126.9107224
샤넬노래방,오락,노래방,영등포구,서울특별시 영등포구 신길로 163,37.50666194,126.9107869
K2노래연습장,오락,노래방,관악구,서울특별시 관악구 남부순환로143길 16,37.48204603,126.9108617
SBS노래연습장,오락,노래방,영등포구,서울특별시 영등포구 영등포로 266-2,37.51845754,126.910887
쏭노래방,오락,노래방,마포구,서울특별시 마포구 월드컵로1길 36,37.54947243,126.9110017
다래노래방,오락,노래방,영등포구,서울특별시 영등포구 버드나루로 50,37.52316317,126.911124
웰빙노래방,오락,노래방,은평구,서울특별시 은평구 역말로 8,37.60539181,126.911127
영노래연습장,오락,노래방,서대문구,서울특별시 서대문구 응암로 81,37.58042682,126.9114114
퀸노래연습장,오락,노래방,마포구,서울특별시 마포구 양화로3길 15,37.54963888,126.9114633
팡파레노래연습장,오락,노래방,영등포구,서울특별시 영등포구 신길로 250,37.51390398,126.9115074
샛별노래방,오락,노래방,관악구,서울특별시 관악구 조원중앙로2길 122,37.48188141,126.9115764
K.B.S노래방,오락,노래방,서대문구,서울특별시 서대문구 증가로 255,37.58333917,126.9116294
신바람,오락,노래방,마포구,서울특별시 마포구 양화로3길 10,37.54933569,126.9118072
쌩쌩노래연습장,오락,노래방,서대문구,서울특별시 서대문구 응암로 82,37.58012416,126.9118121
행운노래연습장,오락,노래방,은평구,서울특별시 은평구 갈현로 181-2,37.61439082,126.9118566
짱노래방,오락,노래방,동작구,서울특별시 동작구 대림로 12,37.48753367,126.9118676
동심초노래방,오락,노래방,서대문구,서울특별시 서대문구 응암로 84,37.58026894,126.9118779
팡팡노래연습장,오락,노래방,서대문구,서울특별시 서대문구 응암로 89,37.58107117,126.9119115
성화봉노래방,오락,노래방,은평구,서울특별시 은평구 증산서길 152,37.58801008,126.9120143
Fox노래방,오락,노래방,영등포구,서울특별시 영등포구 버드나루로 25,37.52102752,126.9120827
대박노래연습장,오락,노래방,은평구,서울특별시 은평구 은평로 37,37.59848987,126.9120995
윙크노래방,오락,노래방,은평구,서울특별시 은평구 증산로21길 24-8,37.59646355,126.9122083
신미노래연습장,오락,노래방,영등포구,서울특별시 영등포구 신길로60길 16,37.51314496,126.9122537
스타노래방,오락,노래방,은평구,서울특별시 은평구 갈현로 186,37.61424132,126.9122552
SBS노래연습장,오락,노래방,영등포구,서울특별시 영등포구 신길로60길 7,37.51391127,126.9122991
즐거운노래연습장,오락,노래방,은평구,서울특별시 은평구 증산로23길 27,37.59805061,126.9123437
오스카노래연습장,오락,노래방,서대문구,서울특별시 서대문구 증가로 248,37.58322004,126.9123897
유앤아이노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로17길 45-1,37.61397282,126.9124517
노사모노래연습장,오락,노래방,은평구,서울특별시 은평구 증산로21길 19,37.59602461,126.9124865
행운노래연습장,오락,노래방,은평구,서울특별시 은평구 증산서길 160,37.5885372,126.9125048
우정노래연습장,오락,노래방,은평구,서울특별시 은평구 서오릉로 190,37.61367625,126.9125353
싸이노래방,오락,노래방,금천구,서울특별시 금천구 금하로29길 6,37.45031757,126.9125538
동네노래연습장,오락,노래방,은평구,서울특별시 은평구 역말로 20,37.60546813,126.9125642
서광노래연습장,오락,노래방,은평구,서울특별시 은평구 갈현로 193,37.61500111,126.9125726
아리노래연습장,오락,노래방,영등포구,서울특별시 영등포구 도신로 193,37.51143706,126.912697
참노래방,오락,노래방,은평구,서울특별시 은평구 증산로 361,37.5885661,126.9127082
스타노래연습장,오락,노래방,마포구,서울특별시 마포구 월드컵북로 126,37.56428552,126.9129594
딱이야노래방,오락,노래방,영등포구,서울특별시 영등포구 도신로 195,37.51152064,126.9129673
우정노래연습장,오락,노래방,관악구,서울특별시 관악구 신사로 92,37.48658889,126.9129894
SBS노래연습장,오락,노래방,은평구,서울특별시 은평구 은평로 46,37.59829163,126.9130763
천국노래연습장,오락,노래방,영등포구,서울특별시 영등포구 도신로48길 3-2,37.51076491,126.9130913
코스모스노래기획,오락,노래방,서대문구,서울특별시 서대문구 응암로 106,37.58195726,126.9132233
놀러와노래방,오락,노래방,관악구,서울특별시 관악구 난곡로75길 7,37.48566364,126.9132968
백야노래방,오락,노래방,서대문구,서울특별시 서대문구 응암로 108,37.58215639,126.9133223
특급,오락,노래방,관악구,서울특별시 관악구 난곡로 367,37.48672715,126.9133266
선노래연습장,오락,노래방,서대문구,서울특별시 서대문구 수색로6길 45,37.57231789,126.9134086
좋은노래방,오락,노래방,관악구,서울특별시 관악구 난곡로 355,37.48565681,126.9135344
뮤즈노래방,오락,노래방,관악구,서울특별시 관악구 난곡로 347,37.48490076,126.9136244
빅토리노래연습장,오락,노래방,관악구,서울특별시 관악구 난곡로 368,37.48684801,126.9137319
짝노래연습장,오락,노래방,관악구,서울특별시 관악구 난곡로65길 6,37.48244216,126.9137618
고고노래연습장,오락,노래방,관악구,서울특별시 관악구 난곡로 366,37.48664121,126.9137802
궁노래방,오락,노래방,관악구,서울특별시 관악구 난곡로 343,37.48463193,126.9137866
열린노래방,오락,노래방,관악구,서울특별시 관악구 난곡로65길 3,37.4823005,126.9140352
윙크노래방,오락,노래방,은평구,서울특별시 은평구 증산로21길 6,37.59588719,126.9141984
힐링노래연습장,오락,노래방,은평구,서울특별시 은평구 역말로 37,37.60596188,126.9143238
스카이노래연습방,오락,노래방,은평구,서울특별시 은평구 역말로 36,37.60564656,126.9143284
동경노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로13길 27,37.5886536,126.9143827
대명노래방,오락,노래방,관악구,서울특별시 관악구 난곡로 332,37.48361038,126.9144007
디지털노래연습장,오락,노래방,영등포구,서울특별시 영등포구 도신로 208,37.51130904,126.9144521
투투노래방,오락,노래방,은평구,서울특별시 은평구 은평로 59,37.59898024,126.9144705
사계노래연습장,오락,노래방,마포구,서울특별시 마포구 양화로7길 28,37.55195711,126.9146776
보이스노래연습장,오락,노래방,마포구,서울특별시 마포구 양화로7길 24,37.55184972,126.9147584
힐링노래연습장,오락,노래방,은평구,서울특별시 은평구 은평로 63,37.59907345,126.9148089
아유미,오락,노래방,영등포구,서울특별시 영등포구 도신로 214,37.51139396,126.9148694
하이난노래방,오락,노래방,관악구,서울특별시 관악구 난곡로78길 26,37.48684121,126.9149532
파티파티,오락,노래방,마포구,서울특별시 마포구 양화로7안길 2-1,37.55167224,126.9150552
팡팡노래방,오락,노래방,관악구,서울특별시 관악구 난곡로66길 11,37.48268845,126.9150698
코리아노래연습장,오락,노래방,은평구,서울특별시 은평구 가좌로 251,37.5914447,126.9151348
정노래방,오락,노래방,관악구,서울특별시 관악구 난곡로66길 15,37.48270813,126.9152505
짱노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로11길 11,37.58856366,126.9153805
소리야노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로 27,37.60159407,126.9155424
신세대노래방,오락,노래방,관악구,서울특별시 관악구 난곡로66길 21,37.4827741,126.9155661
도레미,오락,노래방,은평구,서울특별시 은평구 응암로13길 14,37.58942181,126.9156171
왔다노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로13길 13-2,37.58919721,126.9156883
용노래연습장,오락,노래방,관악구,서울특별시 관악구 난곡로 247,37.47610805,126.9157529
오케이노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로11길 10,37.5885673,126.9157767
불러불러노래방,오락,노래방,영등포구,서울특별시 영등포구 신풍로 90,37.49983448,126.9159527
부킹노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로11길 5,37.58829879,126.9159731
장윤정노래장,오락,노래방,영등포구,서울특별시 영등포구 도신로 222,37.51161146,126.915986
체인지,오락,노래방,관악구,서울특별시 관악구 남부순환로149길 10,37.48268899,126.9161101
투데이노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로13길 8,37.58974243,126.9161899
수퍼스타노래방,오락,노래방,마포구,서울특별시 마포구 동교로 127,37.55518773,126.9161926
피플노래방,오락,노래방,은평구,서울특별시 은평구 응암로 169,37.58720165,126.9162041
mbc노래연습장,오락,노래방,관악구,서울특별시 관악구 미성3길 4,37.47417509,126.9162217
필노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로 173,37.58749958,126.9162678
공원노래방,오락,노래방,영등포구,서울특별시 영등포구 여의대방로 87,37.49716153,126.9162967
보라매노래방,오락,노래방,동작구,서울특별시 동작구 여의대방로 86-1,37.49672929,126.9163256
질러노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로 173-1,37.5875817,126.9163798
파파코노래방,오락,노래방,영등포구,서울특별시 영등포구 도신로 228,37.51172414,126.9164821
금영노래방,오락,노래방,은평구,서울특별시 은평구 응암로 193,37.58925203,126.9167519
은하수노래방,오락,노래방,영등포구,서울특별시 영등포구 도신로60길 6,37.51143108,126.9169501
앵콜노래방,오락,노래방,영등포구,서울특별시 영등포구 도신로60길 10,37.51097223,126.9170246
현대노래연습실,오락,노래방,관악구,서울특별시 관악구 난곡로 228,37.47466988,126.917119
정,오락,노래방,은평구,서울특별시 은평구 갈현로 306,37.62410903,126.9173111
정노래연습장,오락,노래방,은평구,서울특별시 은평구 갈현로 306,37.62410903,126.9173111
코리아노래방,오락,노래방,영등포구,서울특별시 영등포구 도신로 234,37.51197506,126.9173155
톰노래방,오락,노래방,은평구,서울특별시 은평구 통일로87길 17-4,37.6231839,126.9176304
골든벨노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로21길 4,37.59406262,126.9176333
훼밀리,오락,노래방,관악구,서울특별시 관악구 남부순환로161가길 19,37.48491067,126.9176497
성원노래방,오락,노래방,마포구,서울특별시 마포구 잔다리로 60,37.55326508,126.9177823
낭만달빛,오락,노래방,마포구,서울특별시 마포구 월드컵북로5길 16,37.55720272,126.9177932
뉴월드,오락,노래방,관악구,서울특별시 관악구 관천로19길 75,37.4869214,126.9178016
가오노래연습장,오락,노래방,마포구,서울특별시 마포구 양화로6길 65,37.54873304,126.9178025
환상노래방,오락,노래방,은평구,서울특별시 은평구 응암로 247,37.59421764,126.9178349
앵콜노래방,오락,노래방,관악구,서울특별시 관악구 남부순환로 1507,37.48271489,126.9179527
SBS노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로12길 9-10,37.58828114,126.9179775
원투노래연습장,오락,노래방,마포구,서울특별시 마포구 양화로6길 67,37.54869866,126.9179841
도레미노래연습장,오락,노래방,은평구,서울특별시 은평구 통일로87길 16,37.62355691,126.9180214
한마음노래방,오락,노래방,은평구,서울특별시 은평구 가좌로7다길 2,37.58577753,126.9181156
파라오노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로 242-1,37.59346399,126.9181855
JOY노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로27길 16-14,37.61863961,126.918274
따따블노래방,오락,노래방,영등포구,서울특별시 영등포구 도신로64길 9,37.51246146,126.9182813
O.K노래연습장,오락,노래방,영등포구,서울특별시 영등포구 대방천로 247,37.4989458,126.918284
이브노래연습장,오락,노래방,은평구,서울특별시 은평구 진흥로1다길 2,37.6038538,126.9182842
우성,오락,노래방,관악구,서울특별시 관악구 난우길 26-1,37.47531182,126.9183421
땡기네노래연습장,오락,노래방,영등포구,서울특별시 영등포구 신풍로24길 10,37.49901901,126.9184073
예원노래방,오락,노래방,마포구,서울특별시 마포구 월드컵북로1길 60,37.55379342,126.9184084
스타노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로29길 17-3,37.61894779,126.9184734
열린노래연습장,오락,노래방,관악구,서울특별시 관악구 난곡로 63,37.46105047,126.9185928
베이스노래연습장,오락,노래방,은평구,서울특별시 은평구 가좌로7길 24-1,37.58603446,126.9186214
동전노래방,오락,노래방,은평구,서울특별시 은평구 연서로29길 11-8,37.61872432,126.9186692
정노래연습장,오락,노래방,관악구,서울특별시 관악구 난곡로 85,37.46312376,126.9186873
팡팡노래방,오락,노래방,은평구,서울특별시 은평구 연서로29길 11,37.61892304,126.9187229
노리노리노래연습장,오락,노래방,은평구,서울특별시 은평구 통일로85길 7-1,37.62194213,126.9187925
스타노래연습장,오락,노래방,은평구,서울특별시 은평구 통일로85길 8,37.62225755,126.9187993
붐비오노래연습장,오락,노래방,은평구,서울특별시 은평구 통일로85길 6-5,37.62242893,126.9188194
SBS노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로29길 14-7,37.61940156,126.9188293
궁노래연습장,오락,노래방,관악구,서울특별시 관악구 난우길 14,37.4742801,126.9188318
와라코인노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로29길 20-14,37.61963632,126.9188825
첼로노래연습실,오락,노래방,영등포구,서울특별시 영등포구 영등포로 363-1,37.51450346,126.9188965
재영노래연습장,오락,노래방,관악구,서울특별시 관악구 난우길 8,37.4737764,126.9189295
팀노래방,오락,노래방,은평구,서울특별시 은평구 연서로27길 8-6,37.61794282,126.9189297
불티나노래연습장,오락,노래방,관악구,서울특별시 관악구 난우2길 1,37.47363246,126.9189542
MC노래방,오락,노래방,은평구,서울특별시 은평구 연서로29길 14-6,37.61922252,126.9189565
노리타노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로29길 14-9,37.61947498,126.9189755
준노블레스IIIIV노래연,오락,노래방,은평구,서울특별시 은평구 연서로29길 20-21,37.62001584,126.9190016
준노블레스노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로29길 20-21,37.62001584,126.9190016
준노래방,오락,노래방,은평구,서울특별시 은평구 연서로29길 20-21,37.62001584,126.9190016
밀레니엄노래방,오락,노래방,은평구,서울특별시 은평구 연서로29길 10,37.61899792,126.9190277
산울림,오락,노래방,은평구,서울특별시 은평구 통일로85길 6-4,37.62229597,126.9190592
대박노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로29길 20-18,37.6197552,126.9190734
뉴노래방,오락,노래방,은평구,서울특별시 은평구 연서로29길 7-23,37.61818741,126.9190734
담비네하이노래방,오락,노래방,은평구,서울특별시 은평구 통일로85길 5,37.62203481,126.9190744
스타노래연습장,오락,노래방,서대문구,서울특별시 서대문구 증가로20길 80,37.58253373,126.919091
로데오노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로 211,37.61741304,126.9191299
딩가딩가노래방,오락,노래방,관악구,서울특별시 관악구 난곡로 202,37.47303049,126.9191437
큐노래방,오락,노래방,은평구,서울특별시 은평구 연서로29길 7-2,37.61866572,126.9191571
콜노래방,오락,노래방,은평구,서울특별시 은평구 연서로29길 14-8,37.61922449,126.9191717
파티노래방,오락,노래방,은평구,서울특별시 은평구 통일로 863-17,37.6202069,126.9192028
두리노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로29길 14-12,37.6193149,126.9192044
비엔나노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로29길 20-25,37.62009009,126.9192384
궁노래연습장,오락,노래방,은평구,서울특별시 은평구 통일로83길 6-8,37.62137891,126.9192764
비행기노래방,오락,노래방,은평구,서울특별시 은평구 연서로29길 7-3,37.61853193,126.9193063
노래천국노래연습장,오락,노래방,은평구,서울특별시 은평구 가좌로7나길 27-1,37.58388728,126.9193092
민지노래방,오락,노래방,은평구,서울특별시 은평구 통일로 863-11,37.61982997,126.9193668
콩닥콩노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로29길 14-15,37.61967682,126.919369
까치노래방,오락,노래방,은평구,서울특별시 은평구 연서로29길 14-16,37.61948794,126.9194057
질러노래연습장,오락,노래방,마포구,서울특별시 마포구 독막로7길 41,37.54968523,126.9194524
오렌지노래연습장,오락,노래방,관악구,서울특별시 관악구 난곡로 90-21,37.46322088,126.9194545
금영동전노래방,오락,노래방,은평구,서울특별시 은평구 연서로29길 3,37.61852541,126.9195783
궁전,오락,노래방,관악구,서울특별시 관악구 난곡로 194,37.47225972,126.9195958
신바람노래장,오락,노래방,영등포구,서울특별시 영등포구 영등포로 374-2,37.51369956,126.919666
뉴월드노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로29길 8-10,37.61911298,126.919785
폭스노래방,오락,노래방,은평구,서울특별시 은평구 통일로 869,37.62035644,126.9197896
지하철노래연습장,오락,노래방,은평구,서울특별시 은평구 통일로 863-4,37.61993311,126.9198071
질러노래연습장,오락,노래방,마포구,서울특별시 마포구 동교로27길 83,37.5611966,126.9200105
샤인노래연습장,오락,노래방,은평구,서울특별시 은평구 통일로 855-14,37.61934048,126.9200309
열린노래방,오락,노래방,관악구,서울특별시 관악구 난곡로 170,37.47026399,126.9200993
신바람노래연습장,오락,노래방,마포구,서울특별시 마포구 어울마당로5길 3,37.54879062,126.9201556
화수분,오락,노래방,마포구,서울특별시 마포구 동교로 164,37.55570161,126.9201578
딩가딩가노래방,오락,노래방,관악구,서울특별시 관악구 난곡로 50,37.46047012,126.920161
OK노래방,오락,노래방,은평구,서울특별시 은평구 연서로26길 5,37.6172248,126.9202201
샤인노래연습장,오락,노래방,은평구,서울특별시 은평구 진흥로 51,37.60175449,126.9202625
경희노래방,오락,노래방,서대문구,서울특별시 서대문구 거북골로 79,37.57676021,126.9203066
주주노래바,오락,노래방,마포구,서울특별시 마포구 월드컵북로 9-1,37.55574863,126.9203721
송현노래연습장,오락,노래방,은평구,서울특별시 은평구 서오릉로 106,37.6094956,126.9203998
월드컵노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로22길 22,37.59330433,126.9204299
별노래연습장,오락,노래방,마포구,서울특별시 마포구 독막로9길 43,37.55014532,126.9204982
하이루노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로 294,37.59766693,126.9206047
오랜지노래바,오락,노래방,마포구,서울특별시 마포구 월드컵북로 7,37.55559795,126.9206459
신바람노래연습장,오락,노래방,동작구,서울특별시 동작구 여의대방로 134-1,37.49902189,126.9206918
대박노래연습장,오락,노래방,은평구,서울특별시 은평구 서오릉로 93,37.60821952,126.9207693
노다지노래연습장,오락,노래방,영등포구,서울특별시 영등포구 영등포로 384-1,37.51339447,126.9207903
썬노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로26길 9-4,37.61705932,126.9208455
삼정노래연습장,오락,노래방,은평구,서울특별시 은평구 서오릉로 100,37.60892337,126.9208838
원투쓰리노래방,오락,노래방,동작구,서울특별시 동작구 여의대방로 126,37.49790649,126.9209001
쟁반노래연습장,오락,노래방,은평구,서울특별시 은평구 역말로 111,37.60937414,126.9209112
뉴욕뉴욕노래방,오락,노래방,영등포구,서울특별시 영등포구 여의대방로 171,37.50239404,126.9209373
와와노래연습장,오락,노래방,은평구,서울특별시 은평구 통일로 858,37.61967352,126.9209776
캔디숍노래연습장,오락,노래방,마포구,서울특별시 마포구 어울마당로 61,37.55050123,126.920991
까슈노래방,오락,노래방,마포구,서울특별시 마포구 잔다리로 17,37.55064568,126.9210229
까슈노래연습실,오락,노래방,마포구,서울특별시 마포구 잔다리로 17,37.55064568,126.9210229
일번지노래연습장,오락,노래방,동작구,서울특별시 동작구 여의대방로24가길 22,37.4991973,126.921153
M노래방,오락,노래방,은평구,서울특별시 은평구 연서로28길 7-1,37.61807134,126.9211593
퀸노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로22길 27-1,37.59351009,126.9212536
명노래연습장,오락,노래방,영등포구,서울특별시 영등포구 가마산로89길 3,37.5046594,126.9213458
남부노래방,오락,노래방,관악구,서울특별시 관악구 남부순환로161길 3,37.48344883,126.9213568
드림노래방,오락,노래방,영등포구,서울특별시 영등포구 가마산로89길 3-1,37.50477704,126.9214007
즐거운노래방,오락,노래방,마포구,서울특별시 마포구 동교로27길 46,37.55993965,126.9214888
끼리끼리연습장,오락,노래방,은평구,서울특별시 은평구 통일로73길 28,37.6147505,126.9215924
만남,오락,노래방,은평구,서울특별시 은평구 통일로 839,37.61811163,126.9216232
큐,오락,노래방,관악구,서울특별시 관악구 남부순환로 1539,37.48336132,126.9216408
천궁노래연습장,오락,노래방,영등포구,서울특별시 영등포구 여의대방로53길 28,37.51214133,126.9217019
콘서트노래방,오락,노래방,은평구,서울특별시 은평구 서오릉로 77,37.6071292,126.9217478
올스타노래연습실,오락,노래방,서대문구,서울특별시 서대문구 증가로 140,37.5777218,126.9220022
악쓰는하마2호점노래연습장,오락,노래방,마포구,서울특별시 마포구 홍익로3길 8,37.55413306,126.9220478
미씨노래연습장,오락,노래방,은평구,서울특별시 은평구 응암로 343,37.60172693,126.9221768
쟁반노래방,오락,노래방,은평구,서울특별시 은평구 응암로16길 43,37.59141116,126.9222916
도레미노래연습장,오락,노래방,마포구,서울특별시 마포구 월드컵북로2길 29,37.55662259,126.9223402
와노래연습장,오락,노래방,마포구,서울특별시 마포구 독막로 82,37.54758625,126.922459
소리노래방,오락,노래방,은평구,서울특별시 은평구 응암로 328,37.60011761,126.9225624
또와노래연습장,오락,노래방,서대문구,서울특별시 서대문구 증가로 129,37.57726438,126.9232201
SBS노래방,오락,노래방,영등포구,서울특별시 영등포구 여의대방로55길 18,37.51256089,126.9232455
얼짱노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로 257,37.62021736,126.9233032
토마토노래연습장,오락,노래방,은평구,서울특별시 은평구 은평로11길 5,37.60129572,126.9233042
새턴노래방,오락,노래방,서대문구,서울특별시 서대문구 거북골로 41-1,37.57891419,126.9233209
일랑노래연습장,오락,노래방,마포구,서울특별시 마포구 어울마당로 116,37.55493774,126.9233378
슈퍼스타노래방,오락,노래방,마포구,서울특별시 마포구 와우산로21길 10,37.55257733,126.9233717
강산해노래방,오락,노래방,마포구,서울특별시 마포구 홍익로 3-11,37.55278495,126.923414
판테온노래연습장,오락,노래방,서대문구,서울특별시 서대문구 거북골로 37,37.57926968,126.9237687
드래곤노래연습장,오락,노래방,은평구,서울특별시 은평구 진흥로 120-1,37.60711219,126.9238319
큐노래연습장,오락,노래방,서대문구,서울특별시 서대문구 명지대1길 38,37.5821088,126.9238636
대길노래연습장,오락,노래방,영등포구,서울특별시 영등포구 의사당대로 110,37.52100129,126.9239727
스핑크스노래방,오락,노래방,동작구,서울특별시 동작구 보라매로5가길 16,37.49132182,126.924082
봉은노래방,오락,노래방,마포구,서울특별시 마포구 동교로 249,37.56217158,126.9241618
파티노래연습장,오락,노래방,은평구,서울특별시 은평구 통일로 803-1,37.61570263,126.9242292
떳다노래연습장,오락,노래방,영등포구,서울특별시 영등포구 영등포로 418-1,37.512589,126.9243536
오즈노래연습장,오락,노래방,서대문구,서울특별시 서대문구 거북골로 27,37.57977179,126.924486
썸노래연습장,오락,노래방,마포구,서울특별시 마포구 양화로18길 7,37.55685034,126.9245892
탑노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로 270,37.62032864,126.9246383
삼두노래방,오락,노래방,영등포구,서울특별시 영등포구 영등포로 422,37.51238581,126.9247977
스핑크스노래방,오락,노래방,동작구,서울특별시 동작구 보라매로3길 29,37.49118447,126.9248303
무지개노래방,오락,노래방,영등포구,서울특별시 영등포구 여의나루로 42,37.52138885,126.9249739
황금2,오락,노래방,은평구,서울특별시 은평구 진흥로13길 13,37.60951945,126.9249865
파티노래연습장,오락,노래방,서대문구,서울특별시 서대문구 명지대2길 2,37.58137177,126.9250517
샵,오락,노래방,마포구,서울특별시 마포구 양화로18안길 10,37.55663047,126.9251809
미미노래연습실,오락,노래방,은평구,서울특별시 은평구 연서로 276,37.62064032,126.9252228
장수노래방,오락,노래방,관악구,서울특별시 관악구 남부순환로172길 7,37.48320591,126.9253517
록경노래방,오락,노래방,은평구,서울특별시 은평구 은평로13길 9-1,37.60210793,126.9254216
좋아좋아,오락,노래방,서대문구,서울특별시 서대문구 증가로 101,37.57607808,126.9255354
요요노래방,오락,노래방,은평구,서울특별시 은평구 연서로 283,37.62128306,126.9255534
팡팡노내방,오락,노래방,관악구,서울특별시 관악구 남부순환로172길 1,37.4834246,126.9256199
퀸노래방,오락,노래방,마포구,서울특별시 마포구 어울마당로 144,37.55619489,126.9258323
테마노래연습장,오락,노래방,관악구,서울특별시 관악구 남부순환로 1578,37.48350836,126.9259127
VIP노래연습장,오락,노래방,관악구,서울특별시 관악구 봉천로 217-1,37.49014045,126.9259534
명심이노래방,오락,노래방,관악구,서울특별시 관악구 봉천로7길 41,37.49114111,126.9260069
향수노래연습장,오락,노래방,마포구,서울특별시 마포구 연희로 3,37.55910847,126.9261866
로데오노래방,오락,노래방,관악구,서울특별시 관악구 신림동5가길 16,37.48671027,126.9262626
쌍쌍노래방,오락,노래방,은평구,서울특별시 은평구 진흥로 153,37.60907236,126.926352
연신노래연습장,오락,노래방,은평구,서울특별시 은평구 연서로 295,37.6219758,126.926427
팝콘노래방,오락,노래방,관악구,서울특별시 관악구 관천로 54,37.48440604,126.926533
영노래방,오락,노래방,관악구,서울특별시 관악구 신림동7길 46,37.48499247,126.9266151
월드컵노래연습장,오락,노래방,은평구,서울특별시 은평구 진흥로 150,37.60863328,126.9266189
씽씽노래방,오락,노래방,관악구,서울특별시 관악구 신원로3길 32,37.48230984,126.9268909
엠제이,오락,노래방,영등포구,서울특별시 영등포구 국제금융로6길 33,37.52078459,126.9268944
어머나,오락,노래방,관악구,서울특별시 관악구 신림동길 16,37.48734688,126.9269093
미팅노래방,오락,노래방,관악구,서울특별시 관악구 신림동7길 51,37.48484198,126.9269112
Q노래방,오락,노래방,관악구,서울특별시 관악구 보라매로 17,37.49101419,126.9269134
샤방샤방노래연습장,오락,노래방,은평구,서울특별시 은평구 진흥로 156,37.60872646,126.9269573
뮤직노래방,오락,노래방,관악구,서울특별시 관악구 봉천로 230,37.48930334,126.9270397
햇살노래방,오락,노래방,관악구,서울특별시 관악구 신림로65길 42,37.48487925,126.9270464
꽃노래방,오락,노래방,관악구,서울특별시 관악구 당곡길 76,37.49209705,126.9270902
씨티노래연습장,오락,노래방,마포구,서울특별시 마포구 성미산로 199,37.56250467,126.9270999
앵콜노래방,오락,노래방,동작구,서울특별시 동작구 보라매로 67,37.495396,126.9272126
글로벌,오락,노래방,관악구,서울특별시 관악구 신림로65길 40,37.48491683,126.9272155
파티파티,오락,노래방,관악구,서울특별시 관악구 신림동길 13,37.48716097,126.9272738
샛별,오락,노래방,관악구,서울특별시 관악구 봉천로 234,37.48921592,126.9273349
엠노래방,오락,노래방,관악구,서울특별시 관악구 보라매로 3,37.48983019,126.9275071
궁노래연습장,오락,노래방,관악구,서울특별시 관악구 남부순환로 1597-15,37.48470327,126.9275125
월드컵노래연습장,오락,노래방,관악구,서울특별시 관악구 신원로 13,37.48047892,126.927686
sbs노래방,오락,노래방,동작구,서울특별시 동작구 보라매로 105,37.49888763,126.9277168
필통노래연습장,오락,노래방,은평구,서울특별시 은평구 통일로71길 32,37.61227457,126.9277331
수빈,오락,노래방,관악구,서울특별시 관악구 신림동길 8,37.48749883,126.9277665
해피노래방,오락,노래방,관악구,서울특별시 관악구 신림로67길 28,37.48592209,126.9277778
둘리노래방,오락,노래방,관악구,서울특별시 관악구 신원로1길 1,37.48009244,126.9277932
돌고래노래방,오락,노래방,관악구,서울특별시 관악구 신림동5길 49,37.48503079,126.9278584
필링,오락,노래방,관악구,서울특별시 관악구 남부순환로 1597-12,37.48467062,126.9278861
위드,오락,노래방,관악구,서울특별시 관악구 남부순환로 1597-10,37.48458083,126.9279213
